id,user_id,time,lat,lng,type,inf,falsePostive,out,sim_id,peer_id,contact_length,quiz_id,modifier,score
16476,564,1603482692,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,498498,0,,0
16475,559,1603482268,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,453026,0,,0
16473,559,1603481195,0,0,modifier,,,,32,,0,0,Wearing Mask,0
16472,559,1603481195,0,0,modifier,,,,32,,0,0,Wearing Mask,0
16471,561,1603480697,0,0,modifier,,,,32,,0,0,Wearing Mask,0
16470,559,1603480693,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,30367,0,,0
16469,565,1603480639,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,31884,0,,0
16468,559,1603480592,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,29601,0,,0
16467,559,1603480547,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,182305,0,,0
16466,564,1603480458,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,456129,0,,0
16465,554,1603480343,0,0,quiz,,,,32,,0,22,,50
16463,565,1603480219,0,0,contact,,,,32,3cb88365-abd8-4e6e-8cb5-86651ccb7d02,232481,0,,0
16462,565,1603480189,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,160654,0,,0
16461,565,1603480174,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,76910,0,,0
16460,565,1603480149,0,0,contact,,,,32,2e385ca5-4105-4b8e-b41c-16ea60c9f831,110259,0,,0
16459,565,1603480134,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,140442,0,,0
16458,565,1603480129,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,32143,0,,0
16457,565,1603480108,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,79753,0,,0
16456,558,1603480101,0,0,outcome,,,VACCINATED,32,,0,0,,0
16455,565,1603480094,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,65513,0,,0
16454,565,1603480085,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,28666,0,,0
16453,562,1603480045,0,0,quiz,,,,32,,0,22,,50
16452,559,1603480036,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,35094,0,,0
16451,559,1603480036,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,35004,0,,0
16450,559,1603480036,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,54027,0,,0
16449,559,1603480036,0,0,contact,,,,32,3cb88365-abd8-4e6e-8cb5-86651ccb7d02,49737,0,,0
16448,559,1603480036,0,0,contact,,,,32,b63275cf-0218-4f71-9e2b-20ee271fbcdd,34422,0,,0
16447,565,1603480028,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,156622,0,,0
16446,555,1603480025,0,0,quiz,,,,32,,0,22,,50
16445,558,1603480017,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,160254,0,,0
16444,559,1603479999,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,73552,0,,0
16443,559,1603479999,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,101741,0,,0
16442,559,1603479999,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,66789,0,,0
16441,559,1603479889,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,17504,0,,0
16440,558,1603479774,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,284756,0,,0
16439,558,1603479627,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,165735,0,,0
16438,558,1603479457,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,210793,0,,0
16434,558,1603478153,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,510489,0,,0
16433,559,1603477975,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,78310,0,,0
16432,565,1603477961,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,37537,0,,0
16431,565,1603477949,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,51538,0,,0
16430,565,1603477949,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,35691,0,,0
16429,565,1603477619,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,159992,0,,0
16428,559,1603477493,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,33777,0,,0
16427,556,1603477480,0,0,modifier,,,,32,,0,0,Wearing Mask,0
16426,559,1603477302,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,66569,0,,0
16425,565,1603477267,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,29882,0,,0
16424,558,1603476858,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,164878,0,,0
16423,559,1603476774,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,224943,0,,0
16422,559,1603476690,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,220121,0,,0
16421,559,1603476690,0,0,contact,,,,32,c346ea59-71b9-4af3-b96b-43cac31b8e76,342224,0,,0
16420,559,1603476448,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,117803,0,,0
16419,559,1603476436,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,8033,0,,0
16418,558,1603476415,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,481099,0,,0
16417,559,1603476413,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,5398,0,,0
16416,559,1603476396,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,4482,0,,0
16415,559,1603476320,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,79567,0,,0
16414,559,1603476301,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,51919,0,,0
16413,565,1603476239,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,75986,0,,0
16412,563,1603476239,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,81243,0,,0
16411,559,1603476239,0,0,contact,,,,32,085c6f6c-c212-42a0-b106-3d0e8343a395,73634,0,,0
16410,555,1603476239,0,0,contact,,,,32,c346ea59-71b9-4af3-b96b-43cac31b8e76,80532,0,,0
16409,555,1603476239,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,75107,0,,0
16408,555,1603476239,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,73239,0,,0
16407,558,1603476173,0,0,contact,,,,32,2e385ca5-4105-4b8e-b41c-16ea60c9f831,243524,0,,0
16406,565,1603476099,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,33832,0,,0
16405,558,1603476094,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,161597,0,,0
16404,565,1603476062,0,0,contact,,,,32,c346ea59-71b9-4af3-b96b-43cac31b8e76,43848,0,,0
16403,565,1603476062,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,44045,0,,0
16402,565,1603476062,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,43859,0,,0
16401,565,1603476062,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,43573,0,,0
16400,565,1603476062,0,0,contact,,,,32,2e385ca5-4105-4b8e-b41c-16ea60c9f831,257074,0,,0
16399,565,1603476062,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,203198,0,,0
16398,559,1603476059,0,0,contact,,,,32,2e385ca5-4105-4b8e-b41c-16ea60c9f831,255112,0,,0
16397,559,1603476059,0,0,contact,,,,32,c346ea59-71b9-4af3-b96b-43cac31b8e76,245694,0,,0
16396,559,1603476059,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,66903,0,,0
16395,559,1603476059,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,365217,0,,0
16394,559,1603476059,0,0,contact,,,,32,d6d97c0d-afde-4842-bdc5-60af1b1cbdd3,206599,0,,0
16393,559,1603476059,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,253832,0,,0
16392,559,1603476059,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,115999,0,,0
16391,558,1603476009,0,0,contact,,,,32,5925ef2f-780b-4186-85e3-67a6e333ae77,71079,0,,0
16390,565,1603476002,0,0,contact,,,,32,c346ea59-71b9-4af3-b96b-43cac31b8e76,189174,0,,0
16389,565,1603476002,0,0,contact,,,,32,5b0d44d7-8760-4062-8439-c61b925a5604,169888,0,,0
16388,565,1603476002,0,0,contact,,,,32,58df9ee7-8729-4206-876e-9d491480b49c,88591,0,,0
16387,565,1603476002,0,0,contact,,,,32,35e2abf4-13b6-4809-9fb7-5bd41c1622ed,196411,0,,0
16386,559,1603475989,0,0,contact,,,,32,190cc019-6518-4255-92d2-14012d586682,74060,0,,0
